content,date,like,place,tags
⠀Hello:) 아임뷰티희진😊⠀고생한만큼  대만족 바디프로필📸피부톤 정리와 음영으로 이목구비 또렷하게연출💜메이크업 :) 수강 / 데일리 / 혼주 / 수정 / 출장반영구 :) 눈썹 / 아이라인 / 헤어라인 /입술속눈썹펌⠀✔️예약문의 및 상담 -오픈카톡⠀#맞팔 #선팔 #좋아요 #메이크업 #청담메이크업 #문정메이크업#메이크업아티스트 #문정메이크업 #잠실메이크업 #송파메이크업 #잠실 #송파 #석촌 #건대 #천호 #하남 #분당 #판교 #모란 #건대메이크업 #건대반영구 #문정반영구 #잠실반영구 #잠실속눈썹펌 #잠실바디프로필 #바디프로필메이크업 ⠀⠀⠀,2022-04-17,73,,"['#맞팔', '#선팔', '#좋아요', '#메이크업', '#청담메이크업', '#문정메이크업', '#메이크업아티스트', '#문정메이크업', '#잠실메이크업', '#송파메이크업', '#잠실', '#송파', '#석촌', '#건대', '#천호', '#하남', '#분당', '#판교', '#모란', '#건대메이크업', '#건대반영구', '#문정반영구', '#잠실반영구', '#잠실속눈썹펌', '#잠실바디프로필', '#바디프로필메이크업']"
핵인싸 벨리곰님이랑 🐻💗,2022-04-17,44,,[]
❤️#갈라앵무새#갈라앵무#갈라#갈라코카투#코카투#앵무새#새#조류#앵집사#앵무새집사#행복#일상#동물스타그램#반려스타그램#반려조스타그램#galah#galahsofinstagram#cockatoo#cockatielsofinstagram#parrot#bird#bird#모란앵무#모란앵무새#모란#lovebird,2022-04-17,41,,"['#갈라앵무새', '#갈라앵무', '#갈라', '#갈라코카투', '#코카투', '#앵무새', '#새', '#조류', '#앵집사', '#앵무새집사', '#행복', '#일상', '#동물스타그램', '#반려스타그램', '#반려조스타그램', '#galah', '#galahsofinstagram', '#cockatoo', '#cockatielsofinstagram', '#parrot', '#bird', '#bird', '#모란앵무', '#모란앵무새', '#모란', '#lovebird']"
오늘도 포항점을 방문해주셔서 감사드립니다 ~분양가는 아가들 건강하고 행복하게 잘지내요 ~#블루코뉴어 #시나몬코뉴어 #썬코뉴어 #모란 #카카리키 #사랑앵무 🐥앵무새 카페🐥🌟리프패럿 포항효자점🌟🦜앵무새 체험/분양/호텔링/용품/사료🏠포항시 효자동 567-4 2층 202호⏰AM 13:00 - PM 7:00 (월요일 휴무)☎️010-2775 5588#앵무새카페 #리프패럿  #리프패럿포항효자점#포항 #앵무새스타그램 #앵무새분양 #포항앵무새카페 #양덕카페 #포항가볼만한곳 #포항맘 #포항실내놀이터 #부산앵무새분양 #소통 #좋아요테러 #울산맘 #광주맘 #대구맘   #팔로우 #효자카페 #맛스타그램,2022-04-17,27,,"['#블루코뉴어', '#시나몬코뉴어', '#썬코뉴어', '#모란', '#카카리키', '#사랑앵무', '#앵무새카페', '#리프패럿', '#리프패럿포항효자점', '#포항', '#앵무새스타그램', '#앵무새분양', '#포항앵무새카페', '#양덕카페', '#포항가볼만한곳', '#포항맘', '#포항실내놀이터', '#부산앵무새분양', '#소통', '#좋아요테러', '#울산맘', '#광주맘', '#대구맘', '#팔로우', '#효자카페', '#맛스타그램']"
#모란 #백모란 #부귀화무슨 말이 필요할까이렇게 예쁜데#애틋한사랑 #부귀당신 없어도 매년 봄은 오고당신 좋아하는 모란도 매년 피어나는데,2022-04-17,10,,"['#모란', '#백모란', '#부귀화무슨', '#애틋한사랑', '#부귀당신']"
요즘✌️..#성남 #모란 #주말 #부부스타그램,2022-04-17,29,,"['#성남', '#모란', '#주말', '#부부스타그램']"
이게 대한민국 경찰이다라는걸 보여주고계신@jyj0917 회원님바디프로필을 준비중이신데 하루하루 몸이 점점 흉악하게 변하는중!!!일을 하시면서도 식단부터 운동까지 열심히하는 중이십니다!!어떤 직업을 갖고있든 남녀누구든 변화가 가능하고 좋은몸을 만들 수 있습니다 저희 더바디핏으로 찾아와주신다면 정성을 다해 진실된 트레이닝을 보여드리겠습니다!#비포에프터#바디프로필#더바디핏PT#야탑피티,2022-04-17,88,야탑역,"['#비포에프터', '#바디프로필', '#더바디핏PT', '#야탑피티']"
🦋당신의 분위기를 담아드려요🤍,2022-04-17,None,스튜디오듀이,[]
<자색 모란 파우치>보랏빛 모란을 흩뿌린 청량감 가득 파우치입니다! 보라덕후가 만든만큼 색감 하나는 자신만만👍자체제작 원단으로 만든 꽃신에서만 만나보실 수 있는 제품입니다.4/17 아이디어스에 업댓되었습니다.,2022-04-17,6,,[]
이뿌네,2022-04-17,36,성남시,[]
#다국적노래클럽 #다국적노래방 #러시아노래클럽 #동남아노래클럽 #유흥문의 #주대문의 #상동 #신중동 #부천역 #원종동 #중동역 #부천맛집 #부천 #인천 #삼산동 #주안 #간석 #가정동 #구월동 #청라 #안양 #산본 #평촌 #야탑 #성남 #분당 #모란 #안산 #광명 #철산,2022-04-17,6,,"['#다국적노래클럽', '#다국적노래방', '#러시아노래클럽', '#동남아노래클럽', '#유흥문의', '#주대문의', '#상동', '#신중동', '#부천역', '#원종동', '#중동역', '#부천맛집', '#부천', '#인천', '#삼산동', '#주안', '#간석', '#가정동', '#구월동', '#청라', '#안양', '#산본', '#평촌', '#야탑', '#성남', '#분당', '#모란', '#안산', '#광명', '#철산']"
아파트 화단에 핀 모란꽃우왕ㅡ 내 주먹보다 더 크다.꽃의 여왕이라는 말이 틀린 말은 아닌 것 같다.개화기간이 너무 아쉬워서 탈이다.#모란 #모란꽃,2022-04-17,21,,"['#모란', '#모란꽃']"
🙆‍♀️X1 🙆‍♂️X5첫 클라임어스 모란👋매콤매콤 재미있었네유~원보라 한거에 뿌듯함을 느끼며 퇴근합니당어렵지만 재미있게 놀다갑니다이,2022-04-17,74,클라임어스 모란 - Climbus Moran,[]
...아파트에 모란이 피었습니댕?🌺🌺🐕🐶#로댕#모란#멍스타그램#댕스타그램#산책#날씨좋댕,2022-04-17,15,,"['#로댕', '#모란', '#멍스타그램', '#댕스타그램', '#산책', '#날씨좋댕']"
"-안녕하세요 분당 야탑동에 위치한 분당유소년 풋볼클럽(BYF) U-12 입니다. 2022년4월17일vision cup1학년 준우승4학년 준우승5학년 준우승2022년 기준 선수모집👍1학년9명2학년3명3학년8명4학년1명5학년2명축구선수육성 전문 축구클럽2022년 대한축구협회 1종 등록완료7세~5학년 선수들 집중 모집합니다.👉선수모집- 7세반 (육성반)⚽️훈련일정 화,토 (주2회)- 1학년,2학년(선수반)⚽️훈련일정 화,목,토 (주3회)- 3학년 , 4학년 , 5학년 (선수반)⚽️훈련일정 월,수,목,금,토 (주5회)☎️문의방법코   치  : 010-4802-4277인스타그램 DM💌차량가능지역 : 성남 , 분당 , 위례 , 죽전 , 수지 , 경기도광주,용인지역 , 서울, 판교#분당 유소년풋볼클럽 #BYF #선수반 #선수반축구 #1종 #1종팀 #대한축구협회 #성남축구#유소년 #유소년축구 #선수육성#분당축구클럽 #성남축구클럽#수내동 #정자동 #이매동#성남 #분당 #모란 #판교 #성남맘 #분당맘 #용인맘#광주맘#송파맘#판교#분당유소년 #분당유소년풋볼클럽",2022-04-17,59,,"['#분당', '#BYF', '#선수반', '#선수반축구', '#1종', '#1종팀', '#대한축구협회', '#성남축구', '#유소년', '#유소년축구', '#선수육성', '#분당축구클럽', '#성남축구클럽', '#수내동', '#정자동', '#이매동', '#성남', '#분당', '#모란', '#판교', '#성남맘', '#분당맘', '#용인맘', '#광주맘', '#송파맘', '#판교', '#분당유소년', '#분당유소년풋볼클럽']"
2022.03.27(일)간만에 장거리 라이딩#친구들과라이딩 #모란-충주터미널 #163km #7시간#컨디션난조 #잠좀자자ㅠㅠ #빵꾸#인물사진 #portrait #풍경 #landscape #추억 #memory #Photo #일상 #셀카 #selfle #Riding #운동하는 남자 #sportsman #여행 #갤럭시z폴드3,2022-04-17,None,,"['#친구들과라이딩', '#모란', '#163km', '#7시간', '#컨디션난조', '#잠좀자자', '#빵꾸', '#인물사진', '#portrait', '#풍경', '#landscape', '#추억', '#memory', '#Photo', '#일상', '#셀카', '#selfle', '#Riding', '#운동하는', '#sportsman', '#여행', '#갤럭시z폴드3']"
맛집 #연어맛집 #육회맛집 #연어 #육회 #성남동 #태평동#모란맛집 #모란 #금광동#성남 #성남카페 #배달음식추천 #음식 #맛집여행 #상대원맛집 #신흥역 #신흥맛집 #동서울대학교 #모란역맛집 #하대원맛집#상대원맛집 #태평동맛집 #복정동맛집,2022-04-17,6,,"['#연어맛집', '#육회맛집', '#연어', '#육회', '#성남동', '#태평동', '#모란맛집', '#모란', '#금광동', '#성남', '#성남카페', '#배달음식추천', '#음식', '#맛집여행', '#상대원맛집', '#신흥역', '#신흥맛집', '#동서울대학교', '#모란역맛집', '#하대원맛집', '#상대원맛집', '#태평동맛집', '#복정동맛집']"
모란꽃이 피었다.4가지 색을 한꺼번에 만난특별한 날이다.오래 머물고 싶은 옻골마을#휴일#로컬마켓#옻골마을#모란#목단#자주색모란#분홍색모란#연분홍모란#백목단#정원일상#60세 이렇게 논다,2022-04-17,4,,"['#휴일', '#로컬마켓', '#옻골마을', '#모란', '#목단', '#자주색모란', '#분홍색모란', '#연분홍모란', '#백목단', '#정원일상', '#60세']"
가게 시작한지 딱 한달 되었습니다.생각지도 못하게 정말 많은분들이 찾아 주시고 맛있게 드셔 주셔서 너무 감사하고 감사합니다😭시간이 걸리더라도 꼭 전부 보답 하겠습니다 앞으로 더 열심히 하겠습니다 감사합니다😁,2022-04-17,67,모란역,[]
그쪽 도용 당했어요 디엠 주세요,2022-04-16,None,R-Cafe 알카페,[]
하루사이자연은 신비 자체네요#목단#모란,2022-04-17,6,,"['#목단', '#모란']"
💝,2022-04-17,None,,[]
#오치오늘의 치팅🥪 🍠 🍕,2022-04-17,32,송파대로,['#오치오늘의']
가게 시작한지 딱 한달 되었습니다.생각지도 못하게 정말 많은분들이 찾아 주시고 맛있게 드셔 주셔서 너무 감사하고 감사합니다😭시간이 걸리더라도 꼭 전부 보답 하겠습니다 앞으로 더 열심히 하겠습니다 감사합니다😁,2022-04-17,300,모란역,[]
우당탕탕 강릉여행🌊💙,2022-04-17,84,,[]
역시 남자는 핑크🌸 🟣보라 6개.오픈이벤트 당첨 감사합니다~,2022-04-17,277,클라임어스 모란 - Climb Us Moran,[]
주다방 성남 모란점 영업시간 공지드립니다!일월화수목 17시오픈 - 5시마감 금토 17시 오픈 -7시마감 평일에도 다양한 이벤트 진행 예정 입니다 !!.........#성남주다방 #모란주다방 #주다방성남 #주다방성남모란점 #모란 #모란맛집 #모란역맛집 #모란역 #술집 #술집추천 #성남술집 #성남술집추천 #성남맛집 #성남맛집추천 #성남동 #성남동맛집 #핫플레이스 #핫플술집 #성남핫플 #02년생 #02 #03 #03년생 #주다방 #분당맛집 #분당 #서현 #서현역 #모란 #모란맛집 #모란역맛집 #분위기맛집 #분위기맛집,2022-04-17,63,,"['#성남주다방', '#모란주다방', '#주다방성남', '#주다방성남모란점', '#모란', '#모란맛집', '#모란역맛집', '#모란역', '#술집', '#술집추천', '#성남술집', '#성남술집추천', '#성남맛집', '#성남맛집추천', '#성남동', '#성남동맛집', '#핫플레이스', '#핫플술집', '#성남핫플', '#02년생', '#02', '#03', '#03년생', '#주다방', '#분당맛집', '#분당', '#서현', '#서현역', '#모란', '#모란맛집', '#모란역맛집', '#분위기맛집', '#분위기맛집']"
망고랑 레몬씨 그리고 앵집사🕊,2022-04-17,5,서울,[]
뜻밖의 꽃 💗,2022-04-17,None,피어몬트,[]
화장술에 진심이야🎭,2022-04-17,166,경기도 성남,[]
"불국사 학장스님 뵙고,기림사 스님 뵙고,,,,,,。。。#불국사 # 학장스님 #기림사 #부주지스님 #모란 #병향로 #인연 #국색대홍포",2022-04-17,50,,"['#불국사', '#', '#기림사', '#부주지스님', '#모란', '#병향로', '#인연', '#국색대홍포']"
회장님댁 놀러오세용~...#회장님댁 #회장님댁모란점 #성남 #성남맛집 #모란 #일상 #일 #분위기 #셀카 #좋아요 #좋아요반사 #팔로우 #맞팔 #술스타그램 #술집,2022-04-17,25,,"['#회장님댁', '#회장님댁모란점', '#성남', '#성남맛집', '#모란', '#일상', '#일', '#분위기', '#셀카', '#좋아요', '#좋아요반사', '#팔로우', '#맞팔', '#술스타그램', '#술집']"
"art parting ❤️ 자화상 시리즈 <부귀영화 >60.6x90.9cm / acrylic on canvas, 2022. #자화상#부귀영화#모란 # 행복",2022-04-17,22,,"['#자화상', '#부귀영화', '#모란', '#']"
"🌼안녕,피어싱 모란점🌼 #오늘의귀테리어봄 맞이 깜찍 귀테리어 🦋요청하시면 귀 위치, 스타일 맞춰서 귀테리어 해드리고 있어욤 😆👌택배배송 가능📦3만원 이상 구매시 무료배송 해드립니다 DM으로 문의주세요 (๑❛ө❛๑ )✔️학생할인 진행하고 있어 주변 지하상가랑 가격 비슷합니다! 부담없이 오세요☺️✔️귀뿐만 아니라 특수부위 시술도 전부 가능합니다✔️문의 사항은 DM/매장방문 부탁드려요!📍영업시간: 10:30-22:30(임시)📍문의: 031-722-1547📍경기도 성남시 중원구 성남대로 1132 센트럴파크106호....#안녕피어싱 #모란피어싱 #모란귀걸이 #모란반지 #모란목걸이 #모란 #성남 #모란시장 #성남피어싱 #성남귀걸이 #모란맛집 #성남맛집 #모란술집 #성남술집 #모란역 #모란뷰티 #성남뷰티 #모란역술집 #모란역맛집 #모란역피어싱 #모란역카페 #좋반 #f4f #맞팔 #셀스타그램 #일상 #소통",2022-04-17,15,,"['#오늘의귀테리어봄', '#안녕피어싱', '#모란피어싱', '#모란귀걸이', '#모란반지', '#모란목걸이', '#모란', '#성남', '#모란시장', '#성남피어싱', '#성남귀걸이', '#모란맛집', '#성남맛집', '#모란술집', '#성남술집', '#모란역', '#모란뷰티', '#성남뷰티', '#모란역술집', '#모란역맛집', '#모란역피어싱', '#모란역카페', '#좋반', '#f4f', '#맞팔', '#셀스타그램', '#일상', '#소통']"
놀란 구름탱...🥺🥺어제 밤에 한바탕 소동이..😓다치진 않아서 다행이야#구하네 #시끌벅적_구하네#앵무새 #모란 #구름 #하늘 #모란앵무 #앵스타그램#parrot #lovebird #GUREUM #gureum#オウム #ボタンインコ #雲 #オウム_雲#행 #복 #한 #애 #조 #생 #활 #❣️,2022-04-17,70,,"['#구하네', '#시끌벅적', '#앵무새', '#모란', '#구름', '#하늘', '#모란앵무', '#앵스타그램', '#parrot', '#lovebird', '#GUREUM', '#gureum', '#', '#', '#', '#', '#행', '#복', '#한', '#애', '#조', '#생', '#활', '#']"
.#클라임어스 🚍💎x6문제도 재밌고 정말 깔끔한 암장🧗‍♂️(서울숲이랑 비슷한 느낌??)위치가 넘 멀어서 아쉽지만 담에 또 갈꺼같은!!!초반에 다치는 바람에 남색은 실패‼️,2022-04-17,53,성남 모란시장,['#클라임어스']
좋냐❤️‍🔥,2022-04-17,None,,[]
📷일진처럼 포즈잡아보랬는데..#미안난빵셔틀이라일진포즈몰라😆,2022-04-17,169,오포읍 신현리,['#미안난빵셔틀이라일진포즈몰라']
😍😍😍,2022-04-17,225,롯데월드 (lotteworld),[]
#Repost @shamonstay with @make_repost・・・@moran_a36company 김과장고깃집에서🥰🌸🌸🍶🍺🍻친구쉬는날😁😁😆😆열심히 맛있게먹고. 😍  친절한 우리사장뉨들 쵝오👍💛💛당골이지만. 역쉬 당골 당골하는이유가💜💜😍😍친구랑 한컷~~~📸📸이것또한 소중히 기억되리~~♡.감사합니다👍 또 뵙겠습니다😄😄,2022-04-17,60,모란역,['#Repost']
오늘 집에서 두번째로 지인 플라워클래스. 먼길 와주신 언니동생들 감사하여서 ㅋㅋㅋ 도매시장에서 꽃을 좀 많이 샀음. 세분이 각각 화병반구형/꽃바구니 하나씩 개성있게 만들어가심. 역시 이런 거 해보면 각각 성격나온다.온종일 꽃향기가 넘치고 덕분에 나도 꽃부자됨. 일부러 많이 핀 모란을 사왔는데 정말 크고 아름다웠다. 좋은 날이었어.#모란 #리시안셔스 #알스트로메리아 #카네이션 #꽃바구니,2022-04-17,24,,"['#모란', '#리시안셔스', '#알스트로메리아', '#카네이션', '#꽃바구니']"
깔끔한 어버이날 토퍼♡생크림 케익에 완젼 찰떡!@sweet.comma_cake @cakes_sweetcomma  후기 사진 감사합니다👍#토퍼#케이크토퍼#토퍼주문제작#반전케익토퍼#이든토퍼#광주맘#어버이날토퍼#앙금플라워케이크#신현리#경기도광주카페#어머니선물#좋아#일상#맞팔#분당토퍼#용인맘#성남#정자동#분당#모란#야탑#서현#일상스타그램#선팔하면맞팔#반전케이크 #성남토퍼#분당맘,2022-04-17,47,,"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']"
.둥이들 애착 인형이랑💕모란이 동생이 둘이나 생겼네 👦🏻👧🏻#모란 #모란이 #반려동물 #반려견 #강아지 #믹스견 #다문화견 #중형견 #댕댕이 #멍멍이 #멈머 #dog #dogstagram #애착인형 #오가닉맘 #오가닉맘인형 #쌍둥이 #동생 #인형 #임신축하선물 #강아지옷 #반려견옷 #강아지실내복 #반려견실내복 #강아지나시 #반려견나시 #강아지민소매 #반려견민소매 #🐶,2022-04-17,27,,"['#모란', '#모란이', '#반려동물', '#반려견', '#강아지', '#믹스견', '#다문화견', '#중형견', '#댕댕이', '#멍멍이', '#멈머', '#dog', '#dogstagram', '#애착인형', '#오가닉맘', '#오가닉맘인형', '#쌍둥이', '#동생', '#인형', '#임신축하선물', '#강아지옷', '#반려견옷', '#강아지실내복', '#반려견실내복', '#강아지나시', '#반려견나시', '#강아지민소매', '#반려견민소매', '#']"
"🌼안녕,피어싱 모란점🌼 #오늘의귀테리어꽃 떨어지기 전에 귀테리어 하고 얼른 꽃구경가세요 😂🌸택배배송 가능📦3만원 이상 구매시 무료배송 해드립니다 DM으로 문의주세요 (๑❛ө❛๑ )✔️학생할인 진행하고 있어 주변 지하상가랑 가격 비슷합니다! 부담없이 오세요☺️✔️귀뿐만 아니라 특수부위 시술도 전부 가능합니다✔️문의 사항은 DM/매장방문 부탁드려요!📍영업시간: 10:30-22:30(임시)📍문의: 031-722-1547📍경기도 성남시 중원구 성남대로 1132 센트럴파크106호....#안녕피어싱 #모란피어싱 #모란귀걸이 #모란반지 #모란목걸이 #모란 #성남 #모란시장 #성남피어싱 #성남귀걸이 #모란맛집 #성남맛집 #모란술집 #성남술집 #모란역 #모란뷰티 #성남뷰티 #모란역술집 #모란역맛집 #모란역피어싱 #모란역카페 #좋반 #f4f #맞팔 #셀스타그램 #일상 #소통",2022-04-17,24,,"['#오늘의귀테리어꽃', '#안녕피어싱', '#모란피어싱', '#모란귀걸이', '#모란반지', '#모란목걸이', '#모란', '#성남', '#모란시장', '#성남피어싱', '#성남귀걸이', '#모란맛집', '#성남맛집', '#모란술집', '#성남술집', '#모란역', '#모란뷰티', '#성남뷰티', '#모란역술집', '#모란역맛집', '#모란역피어싱', '#모란역카페', '#좋반', '#f4f', '#맞팔', '#셀스타그램', '#일상', '#소통']"
#토퍼#케이크토퍼#토퍼주문제작#반전케익토퍼#이든토퍼#광주맘#어버이날토퍼#앙금플라워케이크#신현리#경기도광주카페#어머니선물#좋아#일상#맞팔#분당토퍼#용인맘#성남#정자동#분당#모란#야탑#서현#일상스타그램#선팔하면맞팔#반전케이크 #성남토퍼#분당맘,2022-04-17,15,,"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']"
"2022년 4월, #모란 #디저트39",2022-04-17,56,,"['#모란', '#디저트39']"
남한산성에 있는 카페산 자연이 좋아 지는 나이🌲🌿,2022-04-17,238,남한산성 카페산,[]
요즘 화실에서는....정신없는 저를 발견하실수 있죵 ㅎㅎㅎㅎ.머리 삼발하고 열작업중이져ㅋㅋ🤪🤪💦.제 피드를 자주보시면 아실지 모르겠지만 가만있지를 못합니다ㅋㅋ.여기저기 잘 돌아다니는데요.😎🔥 핫플인곳을 가도..깊은산속 절주변을 걸어도 자주보이는게 있죠~ 바로 해태💛입니다..가만보면 큰빌딩입구에 왠만하면 해태동상이 있더라구요.우리생활속에 밀접하게 많이 있는데 비해 그닥 표정이나 동작이 다양하지 않다는걸 알수있어요.그래서 그런지 새록새록 아이디어가 많이 떠올라요...전 해태가 좋더라구요.🦁🐯문배도처럼 화나 불을 막는다고도해서 주방에도 걸어놓는 곳도 있던데..애들이 넘 무섭더라구요.^^;.그래서 생각해낸게 귀엽고 이쁜 해태를 만들어 가까이 두고싶다~ 는 생각으로 여러가지 디자인을 하게 되었습니다.부귀영화를 가져다주는 복스런 모란이랑 짝을 이뤄서 말이져~~🌸💛.화를 막는다고해서 맘에 위안을 주는것이지 물리적인힘이 있는게 이니잖아욤.그렇다면 굳이 무섭게 그릴필요가~있나 싶더라구요^^..여차저차 많은 테스트를 거쳐 조만간 이쁜아이가 나올 예정입니다 ㅋㅋㅋ무에서 유는 ...힘드러요.😭😭🔥🔥💦💦💦고민하고 또 고민해서 이쁜작품 보여드릴께요...🌸모란 꽃밭 사이를 이리저리 뛰어다니며 노는 해태 가족들 🐯🦁💛.가족의 안녕과 평화를 부귀영화의미 가득담고 있는 모란 꽃밭에서 뛰어노는 해태 가족들로 표현하고있으니 기대해주세욤~..내맘에 들어야 세상에 나올것이야...😍💛#해태이몽#해태#해치 ..#영수#신수#동상#모란#부귀영화 #모란밭#주말#민화#대구민화#대구민화화실#한옥화실#koreanpainting #koreafolkart #minhwa #koreanfolkpainting,2022-04-17,136,우리집,"['#해태이몽', '#해태', '#해치', '#영수', '#신수', '#동상', '#모란', '#부귀영화', '#모란밭', '#주말', '#민화', '#대구민화', '#대구민화화실', '#한옥화실', '#koreanpainting', '#koreafolkart', '#minhwa', '#koreanfolkpainting']"
